"id","title","year","cites","venue","inst","atHome","inCv","doiInCv","authors","overlap","verdict"
"W2041238814","Complexin I is required for mammalian sperm acrosomal exocytosis","2007","37","Developmental Biology","University of Wisconsin–Madison; Highland Community College - Illinois","True","True","False","Longmei Zhao; Heather R. Burkin; Xudong Shi; Kerstin Reim; David J. Miller","5","keep"
"W2531115427","Examination of Endogenous Peptides in <i>Medicago truncatula</i> Using Mass Spectrometry Imaging","2016","34","Journal of Proteome Research","University of Wisconsin–Madison","True","False","True","Erin Gemperline; Caitlin Keller; Dhileepkumar Jayaraman; Junko Maëda; Michael R. Sussman; Jean‐Michel Ané","6","keep"
"W2766375531","Electrophilic probes for deciphering substrate recognition by O-GlcNAc transferase","2017","34","Nature Chemical Biology","University of Wisconsin–Madison","True","True","True","Chia‐Wei Hu; Matthew Worth; Dacheng Fan; Baobin Li; Hao Li; Lei Lü; Xiaofang Zhong; Ziqing Lin; Liming Wei; Ying Ge; Jiaoyang Jiang","11","keep"
"W2005746165","Cellular Excitability and the Regulation of Functional Neuronal Identity: From Gene Expression to Neuromodulation","2006","33","Journal of Neuroscience","University of Wisconsin–Madison","True","False","False","David J. Schulz; Richard A. Baines; Chris M. Hempel; Birgit Liss; Hiroaki Misonou","0","keep"
"W1983910935","Combining Bottom-Up and Top-Down Mass Spectrometric Strategies for De Novo Sequencing of the Crustacean Hyperglycemic Hormone from Cancer borealis","2008","32","Analytical Chemistry","University of Wisconsin System; University of Wisconsin–Madison","True","True","True","Mingming Ma; Ruibing Chen; Ying Ge; Huan He; Alan G. Marshall","5","keep"
"W1539981706","Mass spectrometry-based proteomics and peptidomics for biomarker discovery in neurodegenerative diseases.","2009","30","PubMed","","False","True","False","Xin Wei","1","keep"
"W3012185270","Proteomic Modulation in the Dorsal Spinal Cord Following Spinal Cord Stimulation Therapy in an In Vivo Neuropathic Pain Model","2020","30","Neuromodulation Technology at the Neural Interface","University of Wisconsin–Madison","True","True","True","Dana Tilley; Christopher B. Lietz; David L. Cedeño; Courtney A. Kelley; Ricardo Vallejo","5","keep"
"W2034083624","A yeast display immunoprecipitation method for efficient isolation and characterization of antigens","2008","28","Journal of Immunological Methods","University of Wisconsin–Madison","True","True","False","Yong Ku Cho; Irene A. Chen; Xin Wei; Eric V. Shusta","4","keep"
"W2194948815","Hippocampal NMDAR-Wnt-Catenin signaling disrupted with cognitive deficits in adolescent offspring exposed to prenatal hypoxia","2015","28","Brain Research","Soochow University; First Affiliated Hospital of Soochow University","False","False","False","Bin Wei; Axin He; Yingying Zhang; Miao Sun; Zhice Xu","0","drop"
"W2556156796","Structural Characterization of Monomers and Oligomers of D-Amino Acid-Containing Peptides Using T-Wave Ion Mobility Mass Spectrometry","2016","28","Journal of the American Society for Mass Spectrometry","University of Wisconsin–Madison; Tianjin University","True","True","True","Xueqin Pang; Chenxi Jia; Zhengwei Chen","3","keep"
"W2769300889","Targeted MultiNotch MS<sup>3</sup> Approach for Relative Quantification of N-Glycans Using Multiplexed Carbonyl-Reactive Isobaric Tags","2017","28","Analytical Chemistry","University of Wisconsin–Madison","True","True","True","Bingming Chen; Xuefei Zhong; Feng Yu; Sergei I. Snovida; Meng Xu; John Rogers","6","keep"
"W2012653136","Pesticide Application and Increased Dioxin Body Burden in Male and Female Agricultural Workers in China","1996","27","Journal of Occupational and Environmental Medicine","State University of New York; Berufsgenossenschaft für Gesundheitsdienst und Wohlfahrtspflege; Research Center for Eco-Environmental Sciences","False","True","False","Arnold Schecter; Ke Jiang; Peter Fürst; Christiane Fürst; Olaf Päpke","5","keep"
"W2792343619","Neuropeptidomics of the Rat Habenular Nuclei","2018","27","Journal of Proteome Research","University of Wisconsin–Madison","True","False","True","Ning Yang; Krishna D. B. Anapindi; Stanislav S. Rubakhin; Pingli Wei; Qing Yu; Paul J. Kenny; Jonathan V. Sweedler","7","keep"
"W2275695103","Matrix-assisted ionization vacuum for protein detection, fragmentation and PTM analysis on a high resolution linear ion trap-orbitrap platform","2016","26","Analytica Chimica Acta","University of Wisconsin–Madison","True","True","True","Bingming Chen; Christopher B. Lietz; Chuanzi OuYang; Xuefei Zhong; Meng Xu","5","keep"
"W2587439839","Restenosis Inhibition and Re-differentiation of TGFβ/Smad3-activated Smooth Muscle Cells by Resveratrol","2017","26","Scientific Reports","University of Wisconsin–Madison; Tianjin University","True","True","True","Yichen Zhu; Toshio Takayama; Bowen Wang; Alycia Kent; Mengxue Zhang; Bernard Y.K. Binder; Go Urabe; Yatao Shi; Daniel DiRenzo; Shakti A. Goel; Yifan Zhou; Christopher J. Little; Drew A. Roenneburg; Xu Shi; William L. Murphy; K. Craig Kent; Jianjuan Ke; Lian‐Wang Guo","18","keep"
"W2972477261","Mass Spectrometry Imaging of N-Glycans from Formalin-Fixed Paraffin-Embedded Tissue Sections Using a Novel Subatmospheric Pressure Ionization Source","2019","26","Analytical Chemistry","University of Wisconsin–Madison","True","True","False","Yatao Shi; Zihui Li; Mildred Felder; Qinying Yu; Xudong Shi; Yajing Peng; Qinjingwen Cao; Bin Wang; Luigi Puglielli; Manish S. Patankar","10","keep"
"W2049284408","Analysing complete genome sequence of swine hepatitis E virus (HEV), strain CHN-XJ-SW13 isolated from Xinjiang, China: Putative host range, and disease severity determinants in HEV","2011","25","Infection Genetics and Evolution","Peking University","False","False","False","Hongwei Fu; Ling Wang; Yonghong Zhu; Jiabao Geng; Xiaojuan Wang; Qiuning Bu; Hui Zhuang","0","drop"
"W2985870061","Capillary electrophoresis coupled to MALDI mass spectrometry imaging with large volume sample stacking injection for improved coverage of <i>C. borealis</i> neuropeptidome","2019","25","The Analyst","University of Wisconsin–Madison; Madison Group (United States)","True","True","True","Kellen DeLaney","1","keep"
"W3041908969","Mass Defect-Based DiLeu Tagging for Multiplexed Data-Independent Acquisition","2020","25","Analytical Chemistry","University of Wisconsin–Madison","True","True","False","Xiaofang Zhong; Dustin C. Frost; Qinying Yu; Miyang Li; Ting‐Jia Gu","5","keep"
"W2142616739","Comparison of NIMS and MALDI platforms for neuropeptide and lipid mass spectrometric imaging in C. borealis brain tissue","2013","24","Analytical Methods","University of Wisconsin–Madison","True","True","False","Robert M. Sturm; Tyler Greer; Ruibing Chen; Broderick Hensen","4","keep"
"W2765712976","Development of Potent, Protease-Resistant Agonists of the Parathyroid Hormone Receptor with Broad β Residue Distribution","2017","24","Journal of Medicinal Chemistry","University of Wisconsin–Madison","True","True","True","Ross W. Cheloha; Bingming Chen; Niyanta Kumar; Tomoyuki Watanabe; Robert G. Thorne; Thomas J. Gardella; Samuel H. Gellman","7","keep"
"W2893013086","Trimetaphosphate Activates Prebiotic Peptide Synthesis across a Wide Range of Temperature and pH","2018","24","Origins of Life and Evolution of Biospheres","University of Wisconsin–Madison","True","True","True","Izabela Sibilska; Yu Li Feng; John Yin","3","keep"
"W2091756180","Swine hepatitis E virus in rural southern China: genetic characterization and experimental infection in rhesus monkeys (Macaca mulatta)","2008","22","Journal of Gastroenterology","Peking University","False","False","False","JI Yan-li; Yong-hong Zhu; Jingrui Liang; Xianfei Wei; Xi Yang; Ling Wang; Yibin Chang; Ronglan Tang; Hui Zhuang","0","drop"
"W2791494153","Simultaneous identification of the anaphylactoid components from traditional Chinese medicine injections using rat basophilic leukemia 2H3 and laboratory of allergic disease 2 dual‐mixed/cell membrane chromatography model","2018","22","Electrophoresis","University of Wisconsin–Madison; Tianjin University","True","True","False","Shengli Han; Yanni Lv; Liyun Kong; Yueming Sun; Jia Fu; Langchong He","6","keep"
"W2803218429","Quantitative Glycomic Analysis by Mass-Defect-Based Dimethyl Pyrimidinyl Ornithine (DiPyrO) Tags and High-Resolution Mass Spectrometry","2018","22","Analytical Chemistry","University of Wisconsin–Madison","True","True","True","Bingming Chen; Feng Yu; Dustin C. Frost; Xuefei Zhong; Amanda R. Buchberger; Jillian Johnson; Meng Xu; Miriam Kim; Diane Puccetti; Carol Diamond; Chrysanthy Ikonomidou","11","keep"
"W2075187485","Prion Disease Diagnosis by Proteomic Profiling","2009","20","Journal of Proteome Research","University of Wisconsin–Madison","True","True","True","Allen Herbst; Sean J. McIlwain; Joshua J. Schmidt; Judd M. Aiken; C. David Page","5","keep"
"W2788555212","Identification, Quantitation, and Imaging of the Crustacean Peptidome","2018","20","Methods in molecular biology","University of Wisconsin–Madison","True","True","True","Kellen DeLaney; Amanda R. Buchberger","2","keep"
"W2502926915","Evaluation and Application of Dimethylated Amino Acids as Isobaric Tags for Quantitative Proteomics of the TGF-β/Smad3 Signaling Pathway","2016","19","Journal of Proteome Research","University of Wisconsin–Madison","True","True","True","Qing Yu; Xudong Shi; Tyler Greer; Christopher B. Lietz; K. Craig Kent","5","keep"
"W1963809321","Differential expression of proteins in naïve and IL-2 stimulated primary human NK cells identified by global proteomic analysis","2013","18","Journal of Proteomics","University of Wisconsin–Madison","True","True","True","Di Ma; Weifeng Cao; Arvinder Kapur; Mildred Felder; Cameron O. Scarlett; Manish S. Patankar","6","keep"
"W2174988622","Prenatal hypoxia promotes atherosclerosis via vascular inflammation in the offspring rats","2015","18","Atherosclerosis","Soochow University; First Affiliated Hospital of Soochow University","False","False","False","Pengjie Zhang; Di Zhu; Xionghui Chen; Yongmei Li; Na Li; Qinqin Gao; Xiuwen Zhou; Juanxiu Lv; Miao Sun; Caiping Mao; Zhice Xu","1","drop"
"W2323438261","Gas-Phase Ion Isomer Analysis Reveals the Mechanism of Peptide Sequence Scrambling","2013","17","Analytical Chemistry","University of Wisconsin–Madison","True","True","True","Chenxi Jia; Zhe Wu; Christopher B. Lietz; Zhidan Liang; Qiang Cui","5","keep"
"W2906726344","HOTMAQ: A Multiplexed Absolute Quantification Method for Targeted Proteomics","2019","17","Analytical Chemistry","University of Wisconsin–Madison","True","True","False","Xiaofang Zhong; Qinying Yu; Fengfei Ma; Dustin C. Frost; Lei Lü; Zhengwei Chen; Henrik Zetterberg; Cynthia M. Carlsson; Ozioma C. Okonkwo","9","keep"
"W1973599461","Solubility of caprolactam in different organic solvents","2011","16","Fluid Phase Equilibria","Tianjin University","False","False","False","Cuili Guo; Jingyao Cheng; Jinli Zhang; Wei Li","0","drop"
"W2774001309","Effects of Trimetaphosphate on Abiotic Formation and Hydrolysis of Peptides","2017","16","Life","University of Wisconsin–Madison","True","True","True","Izabela Sibilska; Bingming Chen; John Yin","3","keep"
"W2795885981","Large-Scale Differentiation and Site Specific Discrimination of Hydroxyproline Isomers by Electron Transfer/Higher-Energy Collision Dissociation (EThcD) Mass Spectrometry","2018","16","Analytical Chemistry","University of Wisconsin–Madison","True","True","False","Fengfei Ma; Rui-Xiang Sun; Daniel M. Tremmel; Sara Dutton Sackett; Jon S. Odorico","5","keep"
"W2808916649","Surfactant and Chaotropic Agent Assisted Sequential Extraction/On-Pellet Digestion (SCAD) for Enhanced Proteomics","2018","16","Journal of Proteome Research","University of Wisconsin–Madison; Tianjin University","True","True","True","Fengfei Ma; Fabao Liu; Wei Xu","3","keep"
"W2170905545","<i>In situ</i> identification and mapping of neuropeptides from the stomatogastric nervous system of <i>Cancer borealis</i>","2014","15","Rapid Communications in Mass Spectrometry","University of Wisconsin–Madison","True","False","True","Ruibing Chen; Chuanzi OuYang; Mingming Xiao","3","keep"
"W2793852991","Impact of prenatal hypoxia on fetal bone growth and osteoporosis in ovariectomized offspring rats","2018","15","Reproductive Toxicology","Soochow University; First Affiliated Hospital of Soochow University","False","False","False","Yuxian Yang; Xiaorong Fan; Jianying Tao; Ting Xu; Yingying Zhang; Wenna Zhang; Xiang Li; Hongmei Ding; Miao Sun; Qinqin Gao; Zhice Xu","1","drop"
"W2909426596","A Strategy for Discovery and Verification of Candidate Biomarkers in Cerebrospinal Fluid of Preclinical Alzheimer’s Disease","2019","15","Frontiers in Molecular Neuroscience","University of Wisconsin–Madison","True","True","True","Xiaofang Zhong; Jingxin Wang; Cynthia M. Carlsson; Ozioma C. Okonkwo; Henrik Zetterberg","5","keep"
"W3175182346","Simultaneous enrichment and separation of neutral and sialyl glycopeptides of SARS-CoV-2 spike protein enabled by dual-functionalized Ti-IMAC material","2021","15","Analytical and Bioanalytical Chemistry","University of Wisconsin–Madison","True","True","False","Junfeng Huang; Danqing Wang; Richard David Shipman; Zexin Zhu; Yuan Liu","5","keep"
"W4205362239","Native Ion Mobility–Mass Spectrometry-Enabled Fast Structural Interrogation of Labile Protein Surface Modifications at the Intact Protein Level","2022","15","Analytical Chemistry","University of Wisconsin–Madison","True","True","True","Gongyu Li; Ashley Phetsanthad; M Ma; Qinying Yu; Ashita Nair; Zhen Zheng; Fengfei Ma; Kellen DeLaney; Seungpyo Hong","9","keep"
"W2011421378","MALDI-Mass Spectrometric Imaging for the Investigation of Metabolites in &lt;em&gt;Medicago truncatula&lt;/em&gt; Root Nodules","2014","14","Journal of Visualized Experiments","University of Wisconsin–Madison","True","False","True","Erin Gemperline","1","keep"
"W2416569999","Monitoring Neuropeptides In Vivo via Microdialysis and Mass Spectrometry","2009","14","Methods in molecular biology","University of Wisconsin–Madison","True","True","False","Heidi L. Behrens","1","keep"
"W3012847148","MiR-200a Regulates Nasopharyngeal Carcinoma Cell Migration and Invasion by Targeting MYH10","2020","14","Journal of Cancer","Third Affiliated Hospital of Guangzhou Medical University; Guangzhou Medical University","False","False","False","Wenya Liu; Tonghui Cai; Hui Chen; Ruichao Chen; Minfen Zhang; Wei Zhang; Li Zhao; Hanzhen Xiong; Ping Qin; Xingcheng Gao; Qingping Jiang","0","drop"
"W3124343520","Gold Nanoparticles Combined Human β-Defensin 3 Gene-Modified Human Periodontal Ligament Cells Alleviate Periodontal Destruction via the p38 MAPK Pathway","2021","14","Frontiers in Bioengineering and Biotechnology","Nanjing University","False","False","False","Yangheng Zhang; Min Wang; Jing Zhou; Qian Zhang; Wenrong Yang; Yanfen Li; Fuhua Yan","0","drop"
"W3127582384","Chemoenzymatic Synthesis of Glycopeptides Bearing Galactose–Xylose Disaccharide from the Proteoglycan Linkage Region","2021","14","Organic Letters","University of Wisconsin–Madison","True","False","False","Jia Gao; Po‐Han Lin; Setare Tahmasebi Nick; Junfeng Huang; Emil Tykesson; Ulf Ellervik; Xuefei Huang","1","keep"
"W3130661625","A multi-omic investigation of male lower urinary tract symptoms: Potential role for JC virus","2021","14","PLoS ONE","University of Wisconsin–Madison","True","False","False","Samuel Thomas; Christopher D. Dunn; Lewis J. Campbell; Douglas W. Strand; Chad M. Vezina; Dale E. Bjorling; Kristina L. Penniston; William A. Ricke; Tony L. Goldberg","4","keep"
"W3139077451","Structural basis of Blastomyces Endoglucanase-2 adjuvancy in anti-fungal and -viral immunity","2021","14","PLoS Pathogens","University of Wisconsin–Madison","True","False","False","Lucas dos Santos Dias; Hannah E. Dobson; Brock Bakke; Gregory C. Kujoth; Junfeng Huang; Elaine M. Kohn; Cleison Ledesma Taira; Huafeng Wang; Nitin T. Supekar; J. Scott Fites; Daisy Gates; Christina L. Gomez; Charles A. Specht; Stuart M. Levitz; Parastoo Azadi; M. Suresh; Bruce S. Klein; Marcel Wüthrich","1","keep"
"W2318541013","Data-Independent MS/MS Quantification of Neuropeptides for Determination of Putative Feeding-Related Neurohormones in Microdialysate","2015","13","ACS Chemical Neuroscience","University of Wisconsin System; University of Wisconsin–Madison; Duke University; Duke Medical Center","True","True","True","Claire M. Schmerberg; Zhidan Liang","2","keep"
"W2947715173","High-Resolution Enabled 5-plex Mass Defect-Based <i>N</i>,<i>N</i>-Dimethyl Leucine Tags for Quantitative Proteomics","2019","13","Analytical Chemistry","University of Wisconsin–Madison","True","True","False","Xiaofang Zhong; Dustin C. Frost","2","keep"
"W2989991796","Subresidue-Resolution Footprinting of Ligand–Protein Interactions by Carbene Chemistry and Ion Mobility–Mass Spectrometry","2019","13","Analytical Chemistry","University of Wisconsin–Madison","True","True","False","Gaoyuan Lu; Xiaowei Xu; Gongyu Li; Huiyong Sun; Nian Wang; Yinxue Zhu; Ning Wan; Yatao Shi; Guangji Wang; Haiping Hao; Hui Ye","11","keep"
"W4210262166","Accelerated alveolar bone loss in a mouse model of inflammatory bowel disease and its relationship with intestinal inflammation","2022","13","Journal of Periodontology","Nanjing Medical University; Nanjing University","False","False","False","Dan Qiao; Rixin Chen; Feng Zhu; Yangheng Zhang; Fuhua Yan","0","drop"
"W2053713037","Membrane-assisted capillary isoelectric focusing coupling with matrix-assisted laser desorption/ionization-Fourier transform mass spectrometry for neuropeptide analysis","2011","12","Journal of Chromatography A","University of Wisconsin–Madison; Highland Community College - Illinois","True","True","False","Zichuan Zhang; Junhua Wang; Limei Hui","3","keep"
"W2992795800","The third‐generation retinoid adapalene triggered DNA damage to induce S‐phase arrest in HaCat cells","2019","12","Fundamental and Clinical Pharmacology","Chinese Academy of Medical Sciences & Peking Union Medical College; Chinese Academy of Medical Sciences Dermatology Hospital","False","False","False","Cheng Wang; Hongyang Li; Pengcheng Ma; Jianfang Sun; Jun Wei; Lei Tao; Kun Qian","0","drop"
"W3014078586","<i>In utero</i> and lactational 2,3,7,8-tetrachlorodibenzo-<i>p</i>-dioxin (TCDD) exposure exacerbates urinary dysfunction in hormone-treated C57BL/6J mice through a non-malignant mechanism involving proteomic changes in the prostate that differ from those elicited by testosterone and estradiol.","2020","11","PubMed","University of Wisconsin–Madison","True","True","False","Anne E. Turco; Samuel Thomas; LaTasha K. Crawford; Weiping Tang; Richard E. Peterson; William A. Ricke; Chad M. Vezina","7","keep"
"W3178184626","DiLeuPMP: A Multiplexed Isobaric Labeling Method for Quantitative Analysis of <i>O</i>-Glycans","2021","11","Analytical Chemistry","University of Wisconsin–Madison","True","True","True","Miyang Li; Ting‐Jia Gu; Xiaorong Lin","3","keep"
"W4288758070","Enrichment and fragmentation approaches for enhanced detection and characterization of endogenous glycosylated neuropeptides","2022","11","PROTEOMICS","University of Wisconsin–Madison","True","True","True","Ashley Phetsanthad; Caroline Roycroft","2","keep"
"W4309021765","Diptoindonesin G is a middle domain HSP90 modulator for cancer treatment","2022","11","Journal of Biological Chemistry","University of Wisconsin–Madison","True","False","False","Kristine Donahue; Haibo Xie; Miyang Li; Ang Gao; M Ma; Yidan Wang; Ashley R. Tipton; Nicole Semanik; Tina Primeau; Shunqiang Li; Weiping Tang; Wei Xu","8","keep"
"W2299555923","Quantitative analysis of serotonin secreted by human embryonic stem cells‐derived serotonergic neurons via pH‐mediated online stacking‐CE‐ESI‐MRM","2016","10","Electrophoresis","University of Wisconsin–Madison; Tianjin University","True","True","True","Xuefei Zhong; Ling Hao; Jianfeng Lü; Hui Ye; Su‐Chun Zhang","5","keep"
"W3153635739","Exploring the Sexual Dimorphism of Crustacean Neuropeptide Expression Using <i>Callinectes sapidus</i> as a Model Organism","2021","10","Journal of Proteome Research","University of Wisconsin–Madison","True","True","True","Mengzhou Hu; Kylie Helfenbein; Amanda R. Buchberger; Kellen DeLaney; Yang Liu","5","keep"
"W3206359015","CPP impairs contextual learning at concentrations below those that block pyramidal neuron NMDARs and LTP in the CA1 region of the hippocampus","2021","10","Neuropharmacology","University of Wisconsin–Madison","True","True","True","Kurt Laha; Mengwen Zhu; Erin Gemperline; Vinuta Rau; Michael S. Fanselow; Richard Lennertz; Robert A. Pearce","7","keep"
"W4318021605","HyPep: An Open-Source Software for Identification and Discovery of Neuropeptides Using Sequence Homology Search","2023","10","Journal of Proteome Research","University of Wisconsin–Madison","True","True","True","Nhu Q. Vu; Hsu-Ching Yen; Lauren Fields; Weifeng Cao","4","keep"
"W4384662136","Proteome-wide Profiling of Asymmetric Dimethylated Arginine in Human Breast Tumors","2023","10","Journal of the American Society for Mass Spectrometry","University of Wisconsin–Madison","True","True","False","M Ma; Fabao Liu; Hannah N. Miles; Eui‐Jun Kim; Lauren Fields; Wei Xu","6","keep"
"W4384924959","One pot preparation of muti-mode nanoplatform to combat ovarian cancer","2023","10","Biomedicine & Pharmacotherapy","Nanjing Medical University","False","False","False","Xiuliang Dai; Min‐Hui Li; Xiaomeng Yan; Jinhang Li; Hao Mao; Cheng Wang; Hongbin Xu","0","drop"
"W4385420747","Developing Thick Cardiac Tissue with a Multilayer Fiber Sheet for Treating Myocardial Infarction","2023","10","Advanced Fiber Materials","The University of Osaka","False","False","False","Junjun Li; Xiang Qu; Li Liu; Ying Hua; Jingbo Zhang; Masako Ishida; Noriko Yoshida; Akiko Tabata; Nagako Sougawa; Emiko Ito; Noriko Mochizuki‐Oda; Akima Harada; Takuji Kawamura; Ryohei Matsuura; Yingzhe Wang; Keisuke Morishima; Shigeru Miyagawa; Yoshiki Sawa","0","drop"
"W4399933327","High-throughput relative quantification of fatty acids by 12-plex isobaric labeling and microchip capillary electrophoresis - Mass spectrometry","2024","10","Analytica Chimica Acta","University of Wisconsin–Madison","True","True","False","Zicong Wang; Miyang Li; Shuling Xu; Liang Sun","4","keep"
"W2317077899","Function-Driven Discovery of Neuropeptides with Mass Spectrometry- Based Tools","2013","9","Protein and Peptide Letters","","False","True","False","Claire M. Schmerberg","1","keep"
"W2426883780","5,6-Dihydroxy-3,7,4′-trimethoxyflavonol induces G2/M cell cycle arrest and apoptosis in human hepatocellular carcinoma cells","2016","9","Journal of Asian Natural Products Research","Shandong University","False","False","False","Xinxin Zhao; Juan-Juan Chang; Qilin Wang; Rong Lu; Xiao Sun; Weidong Xie; Xia Li","0","drop"
"W4319656688","mNeuCode Empowers Targeted Proteome Analysis of Arginine Dimethylation","2023","9","Analytical Chemistry","University of Wisconsin–Madison","True","True","False","Qianqian Wang; Xin Yan; Bin Fu; Ying Xu; Cheng Chang; Chenxi Jia","6","keep"
"W2991138780","A yeast display immunoprecipitation screen for targeted discovery of antibodies against membrane protein complexes","2019","8","Protein Engineering Design and Selection","University of Wisconsin–Madison; University of Connecticut","True","True","True","Jason Lajoie; Yong Ku Cho; Dustin C. Frost; Samantha Bremner; Eric V. Shusta","5","keep"
"W3030817397","Urinary metabolomic and proteomic analyses in a mouse model of prostatic inflammation","2019","8","URINE","University of Wisconsin–Madison","True","False","False","Pingli Wei; Ling Hao; Fengfei Ma; Qing Yu; Amanda R. Buchberger; Sanghee Lee; Wade Bushman","7","keep"
"W4389890946","On-Tissue Spatial Proteomics Integrating MALDI-MS Imaging with Shotgun Proteomics Reveals Soy Consumption-Induced Protein Changes in a Fragile X Syndrome Mouse Model","2023","8","ACS Chemical Neuroscience","University of Wisconsin–Madison","True","True","False","M Ma; Qinying Yu; Daniel G. Delafield; Yusi Cui; Zihui Li; Miyang Li; Wenxin Wu; Xudong Shi; Pamela R. Westmark; Alejandra Gutierrez; Gui Ma; Ang Gao; Meng Xu; Wei Xu; Cara J. Westmark","15","keep"
"W3164828858","High‐resolution magnetic resonance and mass spectrometry imaging of the human larynx","2021","7","Journal of Anatomy","University of Wisconsin–Madison","True","True","True","Ayami Ohno Kishimoto; Yo Kishimoto; Xudong Shi; Elizabeth Hutchinson; Hua Zhang; Yatao Shi; Gisele Oliveira; Nathan V. Welham; Ian J. Rowland","9","keep"
"W4310442478","Higher Temperature Porous Graphitic Carbon Separations Differentially Impact Distinct Glycopeptide Classes","2022","7","Journal of the American Society for Mass Spectrometry","University of Wisconsin–Madison","True","True","True","Daniel G. Delafield; Hannah N. Miles; William A. Ricke","3","keep"
"W4390268615","Effects of the cardiac cycle on auditory processing: A preregistered study on mismatch negativity","2023","7","Psychophysiology","Osaka University of Human Sciences","False","False","False","Kai Ishida; Keita Mizuhara; Robert J. Barry; Hiroshi Nittono","0","drop"
"W4405949397","Cocaine-Induced Remodeling of the Rat Brain Peptidome: Quantitative Mass Spectrometry Reveals Anatomically Specific Patterns of Cocaine-Regulated Peptide Changes","2024","6","ACS Chemical Neuroscience","University of Wisconsin–Madison","True","False","False","Gaoyuan Lu; Fengfei Ma; Pingli Wei; Min Ma; Vu Ngoc Huong Tran; Brian A. Baldo","3","keep"
"W4402333843","The longevity factor spermidine is part of a highly heritable complex erythrocyte phenotype associated with longevity","2024","5","Aging Cell","University of Wisconsin–Madison","True","False","False","Cameron J. Kaminsky; Jericha Mill; Viharkumar Patel; D. Pierce; Amelia K. Haj; Aaron S. Hess; Thomas J. Raife","3","keep"
"W4366752865","Seasonal variation of aerosol optical properties in a coastal city of southeast China: Based on one year of measurements","2023","4","Atmospheric Environment","Chinese Academy of Sciences; Institute of Urban Environment; University of Chinese Academy of Sciences","False","False","False","Mengren Li; Mengren Li; Siqing Zhang; Liqian Yin; Xiaoting Ji; Yuping Chen; Chao Dong; Lingling Xu; Xiaolong Fan; Gaojie Chen; Ziyi Lin; Youwei Hong; Jinsheng Chen; Jinsheng Chen; Jinfang Chen; Jinfang Chen","0","drop"
"W4387473265","Inclusion of Porous Graphitic Carbon Chromatography Yields Greater Protein Identification and Compartment and Process Coverage and Enables More Reflective Protein-Level Label-Free Quantitation","2023","4","Journal of Proteome Research","University of Wisconsin–Madison","True","True","False","Daniel G. Delafield; Hannah N. Miles; William A. Ricke","3","keep"
"W4389411612","Advances in the function of traditional medicine for vitiligo treatment","2023","4","Traditional Medicine Research","","False","False","False","Jun Liu; Jiayi Li; Jingjing Xu; Cheng Wang; Shengtao Yuan; Wei Zhang; Hongyang Li","0","drop"
"W4409039246","Direct transfer of multicellular tumor spheroids grown in agarose microarrays for high-throughput mass spectrometry imaging analysis","2025","4","Analytical and Bioanalytical Chemistry","University of Wisconsin–Madison; Wisconsin Institutes for Discovery","True","False","False","Yuan Liu; Jillian Johnson; Hua Zhang; Penghsuan Huang","4","keep"
"W4391929453","11-Plex DiLeu Isobaric Labeling Enables Quantitative Assessment of Brain Region Protein Association Networks Impacted by the Gut Microbiome","2024","3","Analytical Chemistry","University of Wisconsin–Madison","True","False","False","Shuying Han; Zihui Li; Yatao Shi; Yusi Cui; Junfeng Huang; Dustin C. Frost; Federico E. Rey; Rui Liu","8","keep"
"W4393285660","An Updated Guide to the Identification, Quantitation, and Imaging of the Crustacean Neuropeptidome","2024","3","Methods in molecular biology","University of Wisconsin–Madison","True","True","False","Wenxin Wu; Lauren Fields; Kellen DeLaney; Amanda R. Buchberger","4","keep"
"W4411251057","Quantitative neuropeptide analysis by mass spectrometry: advancing methodologies for biological discovery","2025","3","RSC Chemical Biology","University of Wisconsin–Madison","True","False","False","Angel Erbey Ibarra; Wenxin Wu; Haoran Zhang","3","keep"
"W4409993889","Hif-1α regulation of the Tet1-β-catenin-Dicer1-miRNAs pathway is involved in depression-like behavior in prenatal hypoxic male offspring","2025","2","Neuroscience","Soochow University; First Affiliated Hospital of Soochow University","False","False","False","Zejun Zhao; Hongtao Zeng; Xi Yu; Yajun Shi; Yan Zhao; Yueyang Song; Qinqin Gao; Miao Sun; Bin Wang","1","drop"
"W4415659242","Global spinal cord peptidome profiling in response to osteoarthritis in rats","2025","2","Molecular Omics","University of Wisconsin System; University of Wisconsin–Madison; Wisconsin Institutes for Discovery","True","False","False","Gaoyuan Lu; Marilyn Frézier; Colombe Otis; Vu Ngoc Huong Tran; Bertrand Lussier; Guillaume St‐Jean; Hélène Beaudry; Éric Troncy","1","keep"
"W4416723660","Multiplexed Data-Independent Acquisition-Based Proteomics Enabled by TMTpro Complementary Ions","2025","2","Analytical Chemistry","University of Wisconsin–Madison; NanoBio (United States)","True","True","False","Zicong Wang; Peng-Kai Liu; Haiyan Lu","3","keep"
"W7126044546","Potent and Selective IGF‐IIR‐Recruiting Bifunctional Molecules for Targeted Lysosomal Degradation of Extracellular and Membrane Proteins","2026","2","Advanced Science","University of Wisconsin–Madison","True","False","False","Yuan Zhao; Yaxian Liao; Pengyun Li; R. González; Xuankun Chen; Nicholas S. Nieto; Florence M. Brunel; Nick Cox; Joseph R. Stock; Matthew McHenry; Guangsen Fu; Penghsuan Huang; Wenxin Wu; Deqin Cai; Alexander N. Zaykov; Weiping Tang","3","keep"
