"id","title","year","cites","venue","inst","atHome","inCv","doiInCv","authors","overlap","verdict"
"W3046592582","The Spatiotemporal Dynamics of Low-abundance Bioactive Lipids in Arteries Undergoing Restenosis Observed and Identified at High Spatial Resolving Power with Multi-modal Mass Spectrometry Imaging","2020","0","Microscopy and Microanalysis","University of Wisconsin–Madison","True","False","False","Gregory L. Fisher; Yatao Shi; Jillian Johnson; Bowen Wang; Bingming Chen; Go Urabe; Xudong Shi; K. Craig Kent; Lian‐Wang Guo","9","keep"
"W3108996210","35th ASMS Asilomar Conference on Mass Spectrometry. Mass Spectrometry Imaging: New Developments and Applications","2020","0","Journal of the American Society for Mass Spectrometry","University of Wisconsin–Madison","True","False","False","Julia Laskin; Jeffrey M. Spraggins","1","keep"
"W3118375653","Protocol of 4-plex N,N-Dimethyl Leucine Isobaric Labeling Based Proteome Quantitation by LC-MS/MS","2019","0","Research Square","","False","False","False","Yusi Cui; Qing Yu","2","keep"
"W3134640489","Enabling global analysis of protein citrullination and homocitrullination via biotin thiol tag-assisted mass spectrometry","2021","0","Research Square","University of Wisconsin–Madison","True","True","False","Yatao Shi; Zihui Li; Bin Wang; Xudong Shi; Hui Ye; Daniel G. Delafield; Langlang Lv; Zhengqing Ye; Zhengwei Chen; Fengfei Ma","10","keep"
"W3140386298","The comparison of CD4~+ CD25~(high) Foxp3~+ regulatory T cells between neonatal cord blood and adult peripheral blood","2009","0","","","False","False","False","","0","drop"
"W3156060789","UPF1&amp;nbsp;Impacts on mTOR Signaling Pathway and Autophagy in Endometrioid&amp;nbsp;Endometrial&amp;nbsp;Carcinoma","2020","0","SSRN Electronic Journal","Guangzhou Medical University","False","False","False","Minfen Zhang; Hui Chen; Ping Qin; Tonghui Cai; Ruichao Chen; Hao Chen; Amanda Strickland; Shaoyan Liu; Hanzhen Xiong; Qingping Jiang","0","drop"
"W3173684625","Effects of travelling path on species features of community in longchiman nature reserve","1999","0","He'nan kexue","","False","False","False","Ye Yongzhong; Tian Ziqiang; Xuanwei Zhu; Zhuo Weihua; Bai Lin","0","drop"
"W3201506385","Sialylation Fine-Tunes Glycoprotein Structural Microheterogeneity Associated with Alzheimer’s Disease as Captured by Native Ion Mobility-Mass Spectrometry","2020","0","ChemRxiv","University of Wisconsin–Madison","True","False","False","Gongyu Li; Ashley Phetsanthad; M Ma; Qinying Yu; Ashita Nair; Zhen Zheng; Kellen DeLaney; Fengfei Ma; Seungpyo Hong","9","keep"
"W3211948855","A narrative review of human epidermal growth factor receptor 2 (HER2)-targeted antibody-drug conjugates in the treatment of breast cancer","2021","0","Translational Breast Cancer Research","Shanghai East Hospital","False","False","False","Qun Li; Ye Guo; Fengjuan Lin; Xiaoxiao Ge; Wei Zhao; Jin Li","0","drop"
"W3214667282","On-tissue spatial proteomics integrating MALDI-MS imaging with shotgun proteomics reveals soy consumption-induced biomarkers in a fragile X syndrome mouse model","2021","0","bioRxiv (Cold Spring Harbor Laboratory)","University of Wisconsin–Madison","True","True","False","M Ma; Qinying Yu; Daniel G. Delafield; Yusi Cui; Zihui Li; Wenxin Wu; Xudong Shi; Alejandra Gutierrez; Pamela R. Westmark; Meng Xu; Cara J. Westmark","11","keep"
"W4233306719","A 4-gene signature predicts prognosis of uterine serous carcinoma","2020","0","Research Square","Third Affiliated Hospital of Guangzhou Medical University; Guangzhou Medical University","False","False","False","Hui Chen; Ping Qin; Hanzhen Xiong; Ruichao Chen; Minfen Zhang; Qingping Jiang","0","drop"
"W4245675084","Sialylation Fine-Tunes Glycoprotein Structural Microheterogeneity Associated with Alzheimer’s Disease as Captured by Native Ion Mobility-Mass Spectrometry","2020","0","ChemRxiv","University of Wisconsin–Madison","True","False","False","Gongyu Li; Ashley Phetsanthad; M Ma; Qinying Yu; Ashita Nair; Zheng Zhen; Kellen DeLaney; Fengfei Ma; Seungpyo Hong","8","keep"
"W4247733417","A 4-gene signature predicts prognosis of uterine serous carcinoma","2020","0","Research Square","Third Affiliated Hospital of Guangzhou Medical University; Guangzhou Medical University","False","False","False","Hui Chen; Ping Qin; Hanzhen Xiong; Ruichao Chen; Minfen Zhang; Qingping Jiang","0","drop"
"W4286853205","MALDI-Mass Spectrometric Imaging for the Investigation of Metabolites in &lt;em&gt;Medicago truncatula&lt;/em&gt; Root Nodules","2014","0","Journal of Visualized Experiments","","False","False","False","Erin Gemperline","1","keep"
"W4297932379","Gingival recession and minimally invasive tunnel technique","2019","0","DOAJ (DOAJ: Directory of Open Access Journals)","Nanjing University","False","False","False","YAN Fuhua","0","drop"
"W4298022426","Mass spectral characterization of peptide transmitters/hormones in the nervous system and neuroendocrine organs of the American lobster Homarus americanus","2020","0","UNC Libraries","","False","True","False","Michael F. Goy; Eleanor K. Bors; Andrew E. Christie; Ruibing Chen; Molly A. Kwiatkowski; Mingming Ma; Christopher C. Goiney; Gregory L. Sousa","8","keep"
"W4366978051","Meeting Report on the 2nd Chinese American Society for Mass Spectrometry Conference: Advancing Biological and Pharmaceutical Mass Spectrometry","2023","0","Molecular & Cellular Proteomics","University of Wisconsin–Madison; University of Alberta","True","False","False","Yue Chen; Ying Ge; Xianlin Han; Hao Ling; Tao Huan; Liang Li; Wenkui Li; Xiaorong Liang; Yanping Lin; Xiaowen Liu; Yansheng Liu; Shuguang Ma; Junmin Peng; Wilson Z. Shou; Liangliang Sun; Wenqing Tao; Yu Tian; Y. Karen Wang; Yinsheng Wang; Ronghu Wu; Si Wu; Jianguo Xia; Zhibo Yang; Hui Zhang; Hui Zhang; Shou‐Xun Zhao; Naidong Weng; Lan Huang","1","keep"
"W4385306692","P02-030-23 Plasma Phospholipid Polyunsaturated Fatty Acids in Early Pregnancy and Thyroid Function Throughout Pregnancy: A Longitudinal Study","2023","0","Current Developments in Nutrition","","False","False","False","Anna Birukov; Ruijin Lu; Natalie L. Weir; Zhen Chen; Shristi Rawal; Michael Y. Tsai; Cuilin Zhang","0","drop"
"W4388139879","Focus on Next Generation Mass Spectrometry Omics Technologies, in Honor of Dr. Erin Baker, Recipient of the 2022 ASMS Biemann Medal","2023","0","Journal of the American Society for Mass Spectrometry","","False","False","False","Facundo M. Fernández","0","drop"
"W4389521000","Meeting Report on the 3rd Chinese American Society for Mass Spectrometry Conference—Advancing Biological and Pharmaceutical Mass Spectrometry","2023","0","Biomedical Chromatography","University of Wisconsin–Madison; University of Alberta","True","False","False","Hao Chen; Yunlin Fu; Mei Han; Xianlin Han; Hao Ling; Tao Huan; Lan Huang; Ming Huang; Qin Ji; Tao Jiang; Yong Jiang; Liang Li; Xiaorong Liang; Mamie Lih; Yanping Lin; Xiaowen Liu; Tao Liu; Yansheng Liu; Shuguang Ma; Junmin Peng; Yue Qi; Jun Qu; Wilson Z. Shou; Liangliang Sun; Mingxun Wang; Shuai Wang; Ronghu Wu; Si Wu; Xin Yan; Jun Yang; Weiming Yang; Zhibo Yang; Yang Yu; Hui Zhang; Hui Zhang; Shou‐Xun Zhao; Jiangjiang Zhu; Ying Zhu; Yinsheng Wang; Naidong Weng","1","keep"
"W4391361208","Genome sequence of a traditional medicinal edible fungus <i>Calvatia gigantea</i> CGMCC5.9","2024","0","Microbiology Resource Announcements","","False","False","False","Yanhua Shi; Jinxin Chu; Weiping Lin; Junjie Li; Dianhai Hou","0","drop"
"W4393285711","Profiling Human Cerebrospinal Fluid (CSF) Endogenous Peptidome in Alzheimer’s Disease","2024","0","Methods in molecular biology","University of Wisconsin–Madison","True","True","False","Danqing Wang; Zhengwei Chen","2","keep"
"W4393360109","The subcommissural organ regulates brain development via secreted peptides","2024","0","bioRxiv (Cold Spring Harbor Laboratory)","University of Wisconsin–Madison","True","False","False","Tingting Zhang; Daosheng Ai; Pingli Wei; Ying Xu; Zhanying Bi; Fengfei Ma; Fengzhi Li; Xing-jun Chen; Zhaohuan Zhang; Xiaoxiao Zou; Zongpei Guo; Yue Zhao; Jun-Liszt Li; Meng Ye; Ziyan Feng; Xinshuang Zhang; Lijun Zheng; Jie Yu; Chunli Li; Tianqi Tu; Hongkui Zeng; Jianfeng Lei; Hongqi Zhang; Tao Hong; Lı Zhang; Benyan Luo; Zhen Li; Chao Xing; Chenxi Jia; Wenzhi Sun; Woo‐Ping Ge","4","keep"
"W4400622095","Dye‐based recombinase‐aided amplification assay with enhanced sensitivity and specificity","2024","0","iLABMED","Henan Normal University","False","False","False","Zijin Zhao; Yanbo You; Shaowei Hua; Xinxin Shen; Xuejun Ma","0","drop"
"W4403284236","NEAT1 repression by MED12 creates chemosensitivity in p53 wild‐type breast cancer cells","2024","0","UNC Libraries","","False","False","False","Wei Xu; Wang, Yidan; Peng Liu; Junfeng Huang; Shengjie Zhang; Eui‐Jun Kim; Kristine Donahue; Xian Chen; Sean J. McIlwain; Ling Xie; Qinchuan Wang","6","drop"
"W4403884587","Recent Progress in Protein Stereochemical Modifications Revealed by Ion Mobility-Mass Spectrometry","2022","0","DOAJ (DOAJ: Directory of Open Access Journals)","University of Wisconsin–Madison","True","True","False","X. C. Xia; ZHU Zhi-jun; Gongyu Li","3","keep"
"W4405111493","Quantitative Endogenous Polyamine Analysis via Capillary Electrophoresis/Mass Spectrometry: Characterization and Practical Considerations","2024","0","Electrophoresis","University of Wisconsin–Madison","True","False","False","Cameron J. Kaminsky; Jericha Mill; Thomas J. Raife","3","keep"
"W4406801020","Absolute quantification of amine metabolites in human cerebrospinal fluid via MS1-centric isotopic N,N-dimethyl leucine (iDiLeu) labeling","2025","0","Analytical and Bioanalytical Chemistry","University of Wisconsin System; University of Wisconsin–Madison; Wisconsin Institutes for Discovery","True","False","False","Olga Riusech; Ling Hao","2","keep"
"W4409244905","MSIght: A Modular Platform for Improved Confidence in Global, Untargeted Mass Spectrometry Imaging Annotation","2025","0","Journal of Proteome Research","University of Wisconsin–Madison; NanoBio (United States)","True","False","False","Lauren Fields; Hannah N. Miles; Alexis Adrián; Elliot Patrenets; William A. Ricke","3","keep"
"W4410201608","Comprehensive Optimization Approach for Inherently Safer Design of Sustainable Distillation Systems in Zeotropic and Hazardous Multicomponent Separations","2025","0","Industrial & Engineering Chemistry Research","Dalian University of Technology","False","False","False","Haotian Ye; Xiong Zou; Jing Han; Hongguang Dong","0","drop"
"W4411265711","EndoGenius: Enabling comprehensive identification and quantitation of endogenous peptides","2025","0","bioRxiv (Cold Spring Harbor Laboratory)","University of Wisconsin–Madison","True","False","False","Lauren Fields; Tina C. Dang; Mitchell Gray; Satirtha Saha Protya","2","keep"
"W4411717680","Green Finance and Industrial Ecology: An Empirical Study Based on Prefecture-Level Cities in China","2025","0","SSRN Electronic Journal","Lanzhou University","False","False","False","Lili Wei; Fengjuan Kou","0","drop"
"W4412397898","Feeding state-specific hormonal tuning of neural circuit modulation","2025","0","Journal of Neurophysiology","University of Wisconsin–Madison","True","False","False","Logan J. Fickling; Aaron P. Cook; Wenxin Wu; Angel Erbey Ibarra; Michael P. Nusbaum","4","keep"
"W4413880111","Isotopic N,N-Dimethyl Leucine-Based Mass Spectrometric Quantification of Metabolites Following Copper Exposure","2025","0","Biomolecules","University of Wisconsin–Madison","True","False","False","Olga Riusech","1","keep"
"W4414251975","Measurement report: High contribution of N <sub>2</sub> O <sub>5</sub> uptake to particulate nitrate formation in NO <sub>2</sub> -limited urban areas","2025","0","","Institute of Urban Environment; University of Chinese Academy of Sciences","False","False","False","Ziyi Lin; Chuanyou Ying; Lingling Xu; Xiaoting Ji; Keran Zhang; Feng Zhang; Gaojie Chen; Chen Yang; Yuping Chen; Ziying Chen; Jinsheng Chen","0","drop"
"W4414487526","Increased expression of ATase1/NAT8B or ATase2/NAT8 in the mouse results in an autistic-like phenotype with altered dendritic branching and spine formation","2025","0","Molecular Psychiatry","University of Wisconsin–Madison","True","True","False","K. Balagangadharan; Haiyan Lu; Angelique Steenhagen; Qiping Dong; Mitchell Gray; Michael J. Rigby; Andreas Endresen; Qiang Chang; Luigi Puglielli","9","keep"
"W4415764726","Deciphering the three-dimensional biomolecular distribution in the Alzheimer's disease brain: A multiomic approach integrating immunohistochemistry with MALDI MS imaging","2025","0","Analytica Chimica Acta","University of Wisconsin–Madison","True","False","False","Kelly H. Lu; Hua Zhang; Gargey Yagnik; Mark J. Lim; Kenneth J. Rothschild; Wei Li; Wei Li; Andrew J. Schneider","2","keep"
"W4417117020","Tumor-Derived Polyamines Initiate Fat Wasting in Cancer Cachexia","2025","0","bioRxiv (Cold Spring Harbor Laboratory)","University of Wisconsin–Madison; Quantitative BioSciences","True","False","False","Matías Fabregat; Rachel J. Fenske; Julia K. Hansen; Cameron J. Kaminsky; Jevin Lortie; Alexander Nassar; Kaitlin A. Kressin; Annie Jen; Lucia Cilloni; Katherine Overmeyer; Caroline M. Alexander; John W. Garrett; Perry J. Pickhardt; Joshua J. Coon; Costas A. Lyssiotis; Marina Pasca di Magliano; Adam J. Kuchnia; Andrea Galmozzi","3","keep"
"W4417232957","Proteome-Wide Analysis and Surface Protein Isolation for Secretome Characterization Reveal Insights into the Biology of the Leaf-Cutter Ant <i>Acromyrmex echinatior</i>","2025","0","Analytical Chemistry","University of Wisconsin System; University of Wisconsin–Madison","True","False","False","Penghsuan Huang; Joseph A. Sardina; Haiyan Lu; Gaspar Bruner-Montero; Cameron R. Currie","4","keep"
"W7118003702","Integrated Structural and Glycoproteomic Profiling Reveals Protein Conformational Remodeling and Biomarkers Across Alzheimer’s Disease Progression","2026","0","ACS Central Science","University of Wisconsin–Madison; NanoBio (United States)","True","False","False","Haiyan Lu; Ching-Yuan Yang; Hua Zhang; Xudong Shi; Penghsuan Huang; Peng-Kai Liu; Zicong Wang; Sanjay Asthana; Cynthia Carlsson; Ozioma Okonkwo","7","keep"
"W7118203475","Efficient Preparation of Homogenous Antibody Conjugates via Glycosite‐Specific Transglycosylation Enabled by Readily Available Glycosyl Donors","2026","0","Angewandte Chemie","University of Wisconsin–Madison","True","False","False","Deqin Cai; Yuan Zhao; Gaoyuan Lu; C Li; Yichong Lao; Ramesh Mudududdla; Jiahao Zhang; Peijing Jia; Penghsuan Huang; Wenxin Wu; Thao‐Vy T. Nguyen; Xuhui Huang; Weiping Tang","4","keep"
